ID_Vulnerabilidade,ID_Ativo,Severidade,Data_Detectada,Status_Correção
VUL005717,ATV00467,Baixa,2025-03-04,Em Progresso
VUL005718,ATV00367,Alta,2024-12-24,Não Corrigida
VUL005719,ATV00719,Média,2025-03-21,Não Corrigida
VUL005720,ATV00778,Média,2025-05-04,Em Progresso
VUL005721,ATV00345,Crítica,2024-11-23,Corrigida
VUL005722,ATV00346,Crítica,2025-02-10,Não Corrigida
VUL005723,ATV00415,Alta,2025-01-22,Corrigida
VUL005724,ATV00487,Alta,2025-04-17,Corrigida
VUL005725,ATV00636,Média,2024-12-07,Não Corrigida
VUL005726,ATV00111,Crítica,2025-04-15,Em Progresso
VUL005727,ATV00582,Alta,2025-02-13,Corrigida
VUL005728,ATV00003,Alta,2025-03-22,Em Progresso
VUL005729,ATV00465,Média,2025-01-01,Em Progresso
VUL005730,ATV00664,Média,2025-03-06,Não Corrigida
VUL005731,ATV00329,Média,2025-02-23,Não Corrigida
VUL005732,ATV00991,Alta,2025-01-22,Não Corrigida
VUL005733,ATV00787,Média,2024-12-22,Não Corrigida
VUL005734,ATV00689,Média,2024-12-19,Corrigida
VUL005735,ATV00030,Média,2025-01-06,Corrigida
VUL005736,ATV00485,Média,2024-12-19,Em Progresso
VUL005737,ATV00756,Média,2025-03-28,Em Progresso
VUL005738,ATV00420,Crítica,2024-12-05,Não Corrigida
VUL005739,ATV00117,Crítica,2025-01-15,Corrigida
VUL005740,ATV00320,Média,2025-02-01,Corrigida
VUL005741,ATV00003,Alta,2025-03-12,Corrigida
VUL005742,ATV00645,Crítica,2025-01-04,Não Corrigida
VUL005743,ATV00131,Média,2024-12-26,Em Progresso
VUL005744,ATV00411,Baixa,2025-01-30,Em Progresso
VUL005745,ATV00091,Crítica,2024-12-23,Não Corrigida
VUL005746,ATV00552,Média,2025-01-15,Corrigida
VUL005747,ATV00328,Média,2025-04-27,Corrigida
VUL005748,ATV00817,Crítica,2025-01-23,Não Corrigida
VUL005749,ATV00065,Baixa,2024-12-14,Não Corrigida
VUL005750,ATV00062,Baixa,2025-02-03,Em Progresso
VUL005751,ATV00267,Alta,2025-03-11,Corrigida
VUL005752,ATV00158,Baixa,2024-12-21,Corrigida
VUL005753,ATV00759,Média,2024-12-10,Corrigida
VUL005754,ATV00431,Alta,2025-04-28,Corrigida
VUL005755,ATV00194,Alta,2025-05-04,Em Progresso
VUL005756,ATV00038,Baixa,2024-12-26,Em Progresso
VUL005757,ATV00509,Baixa,2024-11-24,Em Progresso
VUL005758,ATV00805,Baixa,2025-04-15,Em Progresso
VUL005759,ATV00512,Média,2025-04-05,Em Progresso
VUL005760,ATV00290,Alta,2025-02-07,Em Progresso
VUL005761,ATV00645,Média,2025-02-20,Corrigida
VUL005762,ATV00228,Média,2025-03-26,Em Progresso
VUL005763,ATV00321,Alta,2024-12-23,Em Progresso
VUL005764,ATV00004,Alta,2025-01-26,Corrigida
VUL005765,ATV00798,Alta,2025-05-05,Não Corrigida
VUL005766,ATV00677,Média,2025-01-11,Corrigida
VUL005767,ATV00409,Baixa,2024-12-28,Em Progresso
VUL005768,ATV00015,Média,2024-12-12,Não Corrigida
VUL005769,ATV00714,Baixa,2025-02-01,Em Progresso
VUL005770,ATV00202,Crítica,2024-11-27,Não Corrigida
VUL005771,ATV00205,Crítica,2025-04-04,Não Corrigida
VUL005772,ATV00379,Média,2025-01-03,Corrigida
VUL005773,ATV00342,Crítica,2025-05-04,Em Progresso
VUL005774,ATV00777,Crítica,2025-04-11,Em Progresso
VUL005775,ATV00738,Baixa,2024-11-29,Não Corrigida
VUL005776,ATV00164,Baixa,2025-02-23,Em Progresso
VUL005777,ATV00623,Crítica,2025-03-04,Em Progresso
VUL005778,ATV00592,Baixa,2025-04-25,Corrigida
VUL005779,ATV00140,Alta,2025-04-18,Não Corrigida
VUL005780,ATV00681,Média,2025-04-21,Em Progresso
VUL005781,ATV00536,Média,2025-04-12,Não Corrigida
VUL005782,ATV00290,Alta,2025-03-10,Corrigida
VUL005783,ATV00330,Crítica,2025-05-05,Em Progresso
VUL005784,ATV00647,Alta,2025-04-24,Em Progresso
VUL005785,ATV00995,Alta,2024-11-23,Não Corrigida
VUL005786,ATV00712,Crítica,2024-12-02,Corrigida
VUL005787,ATV00690,Alta,2025-03-05,Corrigida
VUL005788,ATV00667,Média,2025-05-05,Em Progresso
VUL005789,ATV00443,Baixa,2025-04-07,Em Progresso
VUL005790,ATV00105,Alta,2025-04-14,Corrigida
VUL005791,ATV00246,Alta,2025-02-27,Em Progresso
VUL005792,ATV00238,Baixa,2025-04-06,Não Corrigida
VUL005793,ATV00919,Alta,2024-12-29,Corrigida
VUL005794,ATV00517,Crítica,2025-03-21,Corrigida
VUL005795,ATV00372,Média,2025-02-06,Em Progresso
VUL005796,ATV00918,Crítica,2025-03-22,Corrigida
VUL005797,ATV00105,Média,2025-04-24,Não Corrigida
VUL005798,ATV00965,Baixa,2025-05-02,Corrigida
VUL005799,ATV00308,Alta,2024-12-03,Corrigida
VUL005800,ATV00499,Crítica,2025-05-09,Em Progresso
VUL005801,ATV00398,Alta,2024-12-08,Corrigida
VUL005802,ATV00397,Média,2025-01-05,Em Progresso
VUL005803,ATV00345,Baixa,2025-03-03,Não Corrigida
VUL005804,ATV00691,Alta,2025-04-24,Não Corrigida
VUL005805,ATV00074,Crítica,2024-12-14,Não Corrigida
VUL005806,ATV00214,Baixa,2025-01-26,Corrigida
VUL005807,ATV00832,Baixa,2025-02-26,Em Progresso
VUL005808,ATV00591,Baixa,2024-12-07,Corrigida
VUL005809,ATV00368,Alta,2025-01-18,Não Corrigida
VUL005810,ATV00275,Crítica,2025-03-14,Não Corrigida
VUL005811,ATV00845,Alta,2025-01-01,Não Corrigida
VUL005812,ATV00116,Baixa,2024-11-25,Não Corrigida
VUL005813,ATV00541,Baixa,2025-05-12,Não Corrigida
VUL005814,ATV00550,Crítica,2025-02-10,Não Corrigida
VUL005815,ATV00642,Crítica,2025-04-08,Em Progresso
VUL005816,ATV00539,Média,2025-01-23,Não Corrigida
VUL005817,ATV00011,Crítica,2025-01-13,Em Progresso
VUL005818,ATV00169,Baixa,2025-03-06,Não Corrigida
VUL005819,ATV00303,Crítica,2024-12-08,Não Corrigida
VUL005820,ATV00584,Baixa,2024-12-16,Corrigida
VUL005821,ATV00588,Baixa,2025-02-13,Não Corrigida
VUL005822,ATV00441,Média,2025-02-21,Em Progresso
VUL005823,ATV00177,Média,2025-04-17,Não Corrigida
VUL005824,ATV00676,Média,2025-04-03,Em Progresso
VUL005825,ATV00539,Baixa,2025-04-09,Corrigida
VUL005826,ATV00824,Baixa,2025-04-14,Em Progresso
VUL005827,ATV00935,Baixa,2025-03-18,Corrigida
VUL005828,ATV00635,Média,2024-12-23,Em Progresso
VUL005829,ATV00975,Média,2025-03-21,Em Progresso
VUL005830,ATV00625,Alta,2025-05-05,Não Corrigida
VUL005831,ATV00856,Alta,2025-03-29,Em Progresso
VUL005832,ATV00801,Alta,2024-12-21,Em Progresso
VUL005833,ATV00342,Crítica,2025-05-10,Não Corrigida
VUL005834,ATV00502,Média,2025-05-08,Não Corrigida
VUL005835,ATV00303,Baixa,2025-04-14,Corrigida
VUL005836,ATV00155,Crítica,2025-03-19,Não Corrigida
VUL005837,ATV00537,Alta,2025-04-22,Corrigida
VUL005838,ATV00802,Crítica,2025-03-24,Não Corrigida
VUL005839,ATV00250,Média,2025-02-23,Em Progresso
VUL005840,ATV00503,Média,2024-12-02,Em Progresso
VUL005841,ATV00365,Baixa,2025-03-17,Corrigida
VUL005842,ATV00764,Crítica,2025-02-17,Em Progresso
VUL005843,ATV00041,Crítica,2024-12-14,Em Progresso
VUL005844,ATV00475,Alta,2025-04-21,Corrigida
VUL005845,ATV00471,Média,2025-04-21,Não Corrigida
VUL005846,ATV00028,Crítica,2025-04-21,Em Progresso
VUL005847,ATV00829,Crítica,2025-01-12,Corrigida
VUL005848,ATV00736,Alta,2024-12-28,Não Corrigida
VUL005849,ATV00621,Baixa,2025-04-12,Não Corrigida
VUL005850,ATV00035,Alta,2025-03-12,Corrigida
VUL005851,ATV00654,Baixa,2025-03-03,Em Progresso
VUL005852,ATV00127,Baixa,2024-12-16,Não Corrigida
VUL005853,ATV00449,Alta,2025-04-25,Não Corrigida
VUL005854,ATV00617,Média,2025-02-02,Não Corrigida
VUL005855,ATV00093,Média,2024-11-28,Corrigida
VUL005856,ATV00978,Média,2025-01-07,Não Corrigida
VUL005857,ATV00697,Alta,2024-12-23,Não Corrigida
VUL005858,ATV00632,Baixa,2025-01-15,Não Corrigida
VUL005859,ATV00850,Média,2024-12-14,Não Corrigida
VUL005860,ATV00767,Crítica,2025-01-16,Em Progresso
VUL005861,ATV00484,Crítica,2024-11-30,Não Corrigida
VUL005862,ATV00260,Média,2025-01-19,Corrigida
VUL005863,ATV00331,Média,2025-03-15,Em Progresso
VUL005864,ATV00565,Alta,2024-12-10,Não Corrigida
VUL005865,ATV00509,Crítica,2025-03-05,Em Progresso
VUL005866,ATV00453,Crítica,2025-03-16,Não Corrigida
VUL005867,ATV00037,Crítica,2025-05-07,Corrigida
VUL005868,ATV00654,Alta,2025-03-02,Em Progresso
VUL005869,ATV00423,Crítica,2025-01-21,Não Corrigida
VUL005870,ATV00292,Crítica,2025-05-02,Em Progresso
VUL005871,ATV00014,Média,2024-12-15,Em Progresso
VUL005872,ATV00841,Média,2025-04-06,Não Corrigida
VUL005873,ATV00372,Alta,2025-04-27,Não Corrigida
VUL005874,ATV00885,Crítica,2024-12-21,Corrigida
VUL005875,ATV00904,Baixa,2025-01-18,Corrigida
VUL005876,ATV00194,Alta,2025-02-12,Em Progresso
VUL005877,ATV00879,Alta,2025-02-26,Não Corrigida
VUL005878,ATV00030,Média,2025-03-12,Corrigida
VUL005879,ATV00057,Média,2025-03-03,Em Progresso
VUL005880,ATV00059,Alta,2025-01-13,Corrigida
VUL005881,ATV00588,Baixa,2025-03-06,Corrigida
VUL005882,ATV00730,Crítica,2024-12-21,Em Progresso
VUL005883,ATV00891,Média,2025-02-12,Corrigida
VUL005884,ATV00108,Crítica,2025-04-18,Em Progresso
VUL005885,ATV00834,Crítica,2024-12-04,Não Corrigida
VUL005886,ATV00842,Baixa,2024-12-06,Não Corrigida
VUL005887,ATV00852,Baixa,2025-02-14,Não Corrigida
VUL005888,ATV00571,Alta,2025-02-06,Não Corrigida
VUL005889,ATV00232,Alta,2024-12-07,Corrigida
VUL005890,ATV00563,Média,2024-12-27,Corrigida
VUL005891,ATV00259,Baixa,2025-04-27,Corrigida
VUL005892,ATV00727,Alta,2025-03-19,Corrigida
VUL005893,ATV00828,Baixa,2025-04-08,Em Progresso
VUL005894,ATV00923,Alta,2025-01-31,Corrigida
VUL005895,ATV00799,Alta,2025-02-14,Corrigida
VUL005896,ATV00802,Crítica,2025-01-24,Corrigida
VUL005897,ATV00736,Baixa,2025-02-18,Em Progresso
VUL005898,ATV00660,Média,2025-03-22,Em Progresso
VUL005899,ATV00715,Média,2025-01-08,Em Progresso
VUL005900,ATV00787,Baixa,2025-04-07,Em Progresso
VUL005901,ATV00071,Baixa,2025-02-21,Não Corrigida
VUL005902,ATV00332,Alta,2025-02-18,Não Corrigida
VUL005903,ATV00289,Média,2025-04-21,Corrigida
VUL005904,ATV00427,Média,2025-01-16,Não Corrigida
VUL005905,ATV00421,Média,2025-03-06,Não Corrigida
VUL005906,ATV00889,Baixa,2025-01-30,Não Corrigida
VUL005907,ATV00381,Média,2025-03-03,Não Corrigida
VUL005908,ATV00418,Média,2025-01-15,Em Progresso
VUL005909,ATV00275,Baixa,2025-01-09,Corrigida
VUL005910,ATV00709,Alta,2025-04-19,Em Progresso
VUL005911,ATV00105,Baixa,2025-02-03,Não Corrigida
VUL005912,ATV00241,Crítica,2024-12-18,Corrigida
VUL005913,ATV00088,Baixa,2025-03-29,Corrigida
VUL005914,ATV00657,Baixa,2025-01-01,Corrigida
VUL005915,ATV00953,Baixa,2025-04-16,Não Corrigida
VUL005916,ATV00040,Média,2025-03-13,Não Corrigida
VUL005917,ATV00966,Baixa,2025-01-16,Corrigida
VUL005918,ATV00914,Crítica,2025-05-06,Em Progresso
VUL005919,ATV00113,Alta,2025-03-31,Em Progresso
VUL005920,ATV00571,Alta,2025-01-29,Em Progresso
VUL005921,ATV00217,Baixa,2025-01-16,Em Progresso
VUL005922,ATV00781,Alta,2025-04-19,Corrigida
VUL005923,ATV00061,Crítica,2025-02-10,Corrigida
VUL005924,ATV00837,Média,2024-12-20,Em Progresso
VUL005925,ATV00121,Crítica,2025-01-10,Não Corrigida
VUL005926,ATV00879,Baixa,2025-04-22,Corrigida
VUL005927,ATV00580,Média,2025-05-02,Corrigida
VUL005928,ATV00846,Média,2025-01-01,Não Corrigida
VUL005929,ATV00790,Alta,2025-03-16,Corrigida
VUL005930,ATV00253,Alta,2025-01-06,Em Progresso
VUL005931,ATV00486,Alta,2024-12-29,Corrigida
VUL005932,ATV00438,Média,2025-03-23,Em Progresso
VUL005933,ATV00833,Crítica,2025-04-13,Não Corrigida
VUL005934,ATV00333,Alta,2025-03-25,Corrigida
VUL005935,ATV00140,Crítica,2025-03-14,Não Corrigida
VUL005936,ATV00661,Média,2025-02-23,Em Progresso
VUL005937,ATV00746,Crítica,2025-01-18,Não Corrigida
VUL005938,ATV00843,Alta,2025-03-28,Em Progresso
VUL005939,ATV00824,Alta,2025-04-06,Não Corrigida
VUL005940,ATV00021,Média,2025-03-25,Em Progresso
VUL005941,ATV00707,Alta,2025-01-28,Em Progresso
VUL005942,ATV00910,Alta,2025-01-16,Não Corrigida
VUL005943,ATV00864,Alta,2024-12-01,Em Progresso
VUL005944,ATV00007,Crítica,2025-03-17,Corrigida
VUL005945,ATV00819,Média,2025-05-10,Em Progresso
VUL005946,ATV00042,Média,2025-03-25,Corrigida
VUL005947,ATV00502,Crítica,2025-03-01,Corrigida
VUL005948,ATV00132,Baixa,2024-11-29,Corrigida
VUL005949,ATV00082,Média,2025-04-25,Corrigida
VUL005950,ATV00148,Alta,2025-03-28,Corrigida
VUL005951,ATV00207,Baixa,2025-05-04,Em Progresso
VUL005952,ATV00215,Crítica,2024-12-22,Não Corrigida
VUL005953,ATV00356,Média,2024-12-25,Corrigida
VUL005954,ATV00836,Crítica,2025-01-26,Corrigida
VUL005955,ATV00517,Média,2024-11-25,Corrigida
VUL005956,ATV00957,Média,2025-05-09,Corrigida
VUL005957,ATV00418,Alta,2024-11-24,Em Progresso
VUL005958,ATV00814,Média,2025-04-15,Corrigida
VUL005959,ATV00788,Média,2025-01-29,Corrigida
VUL005960,ATV00882,Baixa,2025-01-28,Corrigida
VUL005961,ATV00941,Alta,2025-03-05,Em Progresso
VUL005962,ATV00778,Média,2024-12-23,Não Corrigida
VUL005963,ATV00778,Alta,2025-04-19,Não Corrigida
VUL005964,ATV00390,Alta,2025-02-22,Em Progresso
VUL005965,ATV00594,Média,2025-03-22,Em Progresso
VUL005966,ATV00806,Média,2025-03-22,Não Corrigida
VUL005967,ATV00982,Média,2025-01-22,Não Corrigida
VUL005968,ATV00967,Crítica,2024-12-12,Corrigida
VUL005969,ATV00743,Crítica,2024-12-08,Em Progresso
VUL005970,ATV00732,Crítica,2024-12-18,Não Corrigida
VUL005971,ATV00778,Baixa,2025-01-11,Corrigida
VUL005972,ATV00214,Baixa,2024-12-09,Não Corrigida
VUL005973,ATV00730,Crítica,2025-05-12,Em Progresso
VUL005974,ATV00483,Crítica,2025-02-03,Não Corrigida
VUL005975,ATV00390,Média,2025-02-19,Corrigida
VUL005976,ATV00199,Crítica,2025-01-10,Em Progresso
VUL005977,ATV00619,Alta,2025-03-12,Em Progresso
VUL005978,ATV00139,Alta,2024-11-28,Em Progresso
VUL005979,ATV00616,Baixa,2025-05-10,Não Corrigida
VUL005980,ATV00045,Crítica,2025-04-30,Corrigida
VUL005981,ATV00414,Baixa,2025-01-04,Corrigida
VUL005982,ATV00352,Alta,2024-12-01,Não Corrigida
VUL005983,ATV00917,Alta,2024-11-26,Em Progresso
VUL005984,ATV00471,Baixa,2025-04-17,Corrigida
VUL005985,ATV00733,Crítica,2024-12-06,Não Corrigida
VUL005986,ATV00582,Média,2025-04-09,Não Corrigida
VUL005987,ATV00142,Baixa,2025-04-04,Corrigida
VUL005988,ATV00988,Baixa,2025-02-07,Não Corrigida
VUL005989,ATV00660,Alta,2025-02-16,Não Corrigida
VUL005990,ATV00150,Crítica,2025-04-09,Corrigida
VUL005991,ATV00078,Crítica,2025-03-29,Corrigida
VUL005992,ATV00308,Alta,2024-12-11,Em Progresso
VUL005993,ATV00158,Alta,2025-01-24,Corrigida
VUL005994,ATV00106,Crítica,2025-01-04,Corrigida
VUL005995,ATV00768,Alta,2025-04-08,Em Progresso
VUL005996,ATV00654,Média,2025-01-24,Corrigida
VUL005997,ATV00150,Baixa,2025-01-12,Em Progresso
VUL005998,ATV00170,Crítica,2025-03-31,Não Corrigida
VUL005999,ATV00296,Baixa,2025-05-05,Em Progresso
VUL006000,ATV00613,Baixa,2025-01-13,Não Corrigida
VUL006001,ATV00591,Alta,2025-04-28,Corrigida
VUL006002,ATV00611,Alta,2025-03-01,Em Progresso
VUL006003,ATV00575,Média,2025-03-17,Não Corrigida
VUL006004,ATV00066,Crítica,2025-05-12,Corrigida
VUL006005,ATV00040,Alta,2025-02-09,Corrigida
VUL006006,ATV00651,Alta,2024-11-28,Em Progresso
VUL006007,ATV00539,Média,2025-04-28,Corrigida
VUL006008,ATV00897,Baixa,2025-03-26,Não Corrigida
VUL006009,ATV00299,Crítica,2025-02-06,Não Corrigida
VUL006010,ATV00788,Alta,2025-02-26,Corrigida
VUL006011,ATV00289,Média,2025-04-30,Em Progresso
VUL006012,ATV00952,Baixa,2024-12-21,Em Progresso
VUL006013,ATV00116,Alta,2025-03-03,Não Corrigida
VUL006014,ATV00716,Alta,2025-03-17,Em Progresso
VUL006015,ATV00051,Alta,2025-03-24,Não Corrigida
VUL006016,ATV00922,Média,2025-04-28,Não Corrigida
VUL006017,ATV00451,Alta,2024-12-17,Corrigida
VUL006018,ATV00010,Baixa,2025-01-15,Em Progresso
VUL006019,ATV00291,Baixa,2024-12-27,Não Corrigida
VUL006020,ATV00109,Baixa,2025-04-08,Não Corrigida
VUL006021,ATV00020,Alta,2024-12-18,Em Progresso
VUL006022,ATV00933,Alta,2025-04-08,Não Corrigida
VUL006023,ATV00080,Alta,2025-03-05,Não Corrigida
VUL006024,ATV00389,Alta,2025-02-17,Não Corrigida
VUL006025,ATV00080,Crítica,2025-02-16,Em Progresso
VUL006026,ATV00851,Crítica,2025-04-05,Corrigida
VUL006027,ATV00101,Média,2024-12-01,Não Corrigida
VUL006028,ATV00741,Alta,2024-12-03,Não Corrigida
VUL006029,ATV00362,Alta,2025-03-29,Não Corrigida
VUL006030,ATV00741,Alta,2025-01-20,Em Progresso
VUL006031,ATV00097,Alta,2025-04-13,Em Progresso
VUL006032,ATV00826,Baixa,2025-01-27,Corrigida
VUL006033,ATV00619,Baixa,2024-12-07,Não Corrigida
VUL006034,ATV00048,Baixa,2024-12-29,Corrigida
VUL006035,ATV00179,Média,2025-03-29,Corrigida
VUL006036,ATV00272,Crítica,2025-01-03,Corrigida
VUL006037,ATV00621,Crítica,2025-02-11,Corrigida
VUL006038,ATV00671,Crítica,2025-04-10,Não Corrigida
VUL006039,ATV00685,Crítica,2024-11-24,Não Corrigida
VUL006040,ATV00982,Baixa,2025-04-11,Não Corrigida
VUL006041,ATV00357,Crítica,2024-12-26,Corrigida
VUL006042,ATV00020,Média,2025-02-27,Em Progresso
VUL006043,ATV00231,Média,2025-01-01,Corrigida
VUL006044,ATV00215,Baixa,2025-01-22,Não Corrigida
VUL006045,ATV00849,Média,2025-01-24,Em Progresso
VUL006046,ATV00856,Baixa,2025-02-12,Em Progresso
VUL006047,ATV00516,Alta,2025-02-23,Em Progresso
VUL006048,ATV00031,Baixa,2024-11-30,Corrigida
VUL006049,ATV00291,Alta,2025-01-14,Corrigida
VUL006050,ATV00919,Crítica,2024-12-18,Não Corrigida
VUL006051,ATV00974,Média,2025-02-21,Corrigida
VUL006052,ATV00735,Crítica,2024-12-27,Corrigida
VUL006053,ATV00785,Baixa,2025-04-21,Não Corrigida
VUL006054,ATV00855,Crítica,2024-12-21,Em Progresso
VUL006055,ATV00281,Crítica,2025-04-09,Em Progresso
VUL006056,ATV00642,Média,2025-03-21,Não Corrigida
VUL006057,ATV00425,Baixa,2025-01-12,Em Progresso
VUL006058,ATV00130,Alta,2025-02-18,Não Corrigida
VUL006059,ATV00195,Baixa,2025-05-12,Em Progresso
VUL006060,ATV00245,Média,2025-03-29,Corrigida
VUL006061,ATV00468,Crítica,2025-02-18,Em Progresso
VUL006062,ATV00876,Crítica,2025-03-08,Não Corrigida
VUL006063,ATV00499,Alta,2024-12-04,Não Corrigida
VUL006064,ATV00823,Crítica,2025-04-04,Em Progresso
VUL006065,ATV00951,Média,2025-05-05,Corrigida
VUL006066,ATV00417,Crítica,2025-04-08,Corrigida
VUL006067,ATV00048,Alta,2024-12-06,Não Corrigida
VUL006068,ATV00703,Baixa,2025-02-13,Corrigida
VUL006069,ATV00627,Alta,2024-12-13,Não Corrigida
VUL006070,ATV00551,Baixa,2025-01-26,Não Corrigida
VUL006071,ATV00094,Alta,2025-01-25,Em Progresso
VUL006072,ATV00667,Crítica,2025-01-03,Não Corrigida
VUL006073,ATV00855,Baixa,2025-04-01,Em Progresso
VUL006074,ATV00516,Crítica,2025-03-31,Em Progresso
VUL006075,ATV00160,Alta,2025-04-02,Corrigida
VUL006076,ATV00723,Média,2025-03-31,Corrigida
VUL006077,ATV00436,Média,2024-12-15,Não Corrigida
VUL006078,ATV00753,Média,2025-01-31,Corrigida
VUL006079,ATV00562,Baixa,2025-01-15,Em Progresso
VUL006080,ATV00808,Média,2025-01-15,Em Progresso
VUL006081,ATV00556,Crítica,2024-12-30,Corrigida
VUL006082,ATV00539,Baixa,2025-03-09,Em Progresso
VUL006083,ATV00064,Baixa,2025-01-10,Não Corrigida
VUL006084,ATV00372,Alta,2025-03-30,Em Progresso
VUL006085,ATV00754,Alta,2025-02-14,Não Corrigida
VUL006086,ATV00036,Crítica,2025-01-23,Não Corrigida
VUL006087,ATV00067,Baixa,2025-04-02,Em Progresso
VUL006088,ATV00234,Alta,2025-02-02,Não Corrigida
VUL006089,ATV00652,Crítica,2025-01-28,Em Progresso
VUL006090,ATV00225,Crítica,2025-01-29,Corrigida
VUL006091,ATV00925,Alta,2025-05-06,Corrigida
VUL006092,ATV00928,Alta,2025-01-31,Corrigida
VUL006093,ATV00379,Crítica,2025-02-11,Em Progresso
VUL006094,ATV00490,Baixa,2025-01-30,Corrigida
VUL006095,ATV00931,Crítica,2025-01-04,Em Progresso
VUL006096,ATV00076,Média,2024-12-31,Não Corrigida
VUL006097,ATV00847,Média,2025-01-12,Corrigida
VUL006098,ATV00805,Crítica,2025-04-13,Não Corrigida
VUL006099,ATV00394,Baixa,2024-12-29,Corrigida
VUL006100,ATV00044,Alta,2025-01-14,Em Progresso
VUL006101,ATV00709,Crítica,2025-04-30,Corrigida
VUL006102,ATV00421,Baixa,2025-05-10,Corrigida
VUL006103,ATV00126,Crítica,2025-01-08,Não Corrigida
VUL006104,ATV00046,Crítica,2024-11-30,Em Progresso
VUL006105,ATV00467,Alta,2024-12-06,Em Progresso
VUL006106,ATV00623,Crítica,2025-03-04,Em Progresso
VUL006107,ATV00692,Baixa,2025-01-28,Não Corrigida
VUL006108,ATV00080,Crítica,2025-04-20,Não Corrigida
VUL006109,ATV00049,Crítica,2025-05-12,Em Progresso
VUL006110,ATV00722,Crítica,2024-12-20,Corrigida
VUL006111,ATV00909,Baixa,2025-05-05,Em Progresso
VUL006112,ATV00610,Crítica,2025-03-05,Corrigida
VUL006113,ATV00619,Média,2025-01-19,Não Corrigida
VUL006114,ATV00548,Baixa,2025-04-28,Em Progresso
VUL006115,ATV00353,Baixa,2025-01-21,Corrigida
VUL006116,ATV00231,Média,2025-01-24,Não Corrigida
VUL006117,ATV00970,Crítica,2025-03-05,Não Corrigida
VUL006118,ATV00489,Média,2025-01-16,Corrigida
VUL006119,ATV00289,Baixa,2024-12-04,Em Progresso
VUL006120,ATV00043,Média,2025-01-12,Em Progresso
VUL006121,ATV00375,Média,2025-04-14,Corrigida
VUL006122,ATV00809,Alta,2024-12-27,Corrigida
VUL006123,ATV00049,Baixa,2025-01-11,Em Progresso
VUL006124,ATV00414,Baixa,2025-02-15,Em Progresso
VUL006125,ATV00298,Crítica,2025-01-17,Em Progresso
VUL006126,ATV00403,Média,2025-01-30,Corrigida
VUL006127,ATV00280,Crítica,2024-12-31,Não Corrigida
VUL006128,ATV00601,Baixa,2025-03-18,Em Progresso
VUL006129,ATV00846,Crítica,2025-03-11,Em Progresso
VUL006130,ATV00682,Média,2025-03-09,Não Corrigida
VUL006131,ATV00585,Alta,2024-12-10,Não Corrigida
VUL006132,ATV00582,Baixa,2025-03-25,Corrigida
VUL006133,ATV00300,Baixa,2025-01-16,Corrigida
VUL006134,ATV00908,Média,2025-04-12,Em Progresso
VUL006135,ATV00260,Média,2025-02-16,Não Corrigida
VUL006136,ATV00280,Média,2025-03-13,Não Corrigida
VUL006137,ATV00230,Crítica,2025-02-09,Corrigida
VUL006138,ATV00221,Alta,2025-04-14,Em Progresso
VUL006139,ATV00511,Baixa,2025-04-02,Em Progresso
VUL006140,ATV00620,Baixa,2025-03-07,Em Progresso
VUL006141,ATV00362,Crítica,2025-01-17,Em Progresso
VUL006142,ATV00451,Alta,2024-12-28,Não Corrigida
VUL006143,ATV00219,Alta,2025-01-18,Não Corrigida
VUL006144,ATV00288,Média,2025-04-15,Não Corrigida
VUL006145,ATV00678,Média,2025-01-20,Em Progresso
VUL006146,ATV00895,Crítica,2025-02-09,Corrigida
VUL006147,ATV00696,Crítica,2024-12-16,Não Corrigida
